Function ID	Function Name	Soil microbial communitie 3300051019	Soil microbial communitie 3300051162	Soil microbial communitie 3300051161	Soil microbial communitie 3300051208	Soil microbial communitie 3300051207	Soil microbial communitie 3300051206	Soil microbial communitie 3300052722	Soil microbial communitie 3300052920	Soil microbial communitie 3300052919	Soil microbial communitie 3300056874	Soil microbial communitie 3300056859	Soil microbial communitie 3300056873	Soil microbial communitie 3300056968	Soil microbial communitie 3300056860	Soil microbial communitie 3300056967	Soil microbial communitie 3300060290	Soil microbial communitie 3300056875	Soil microbial communitie 3300056969	Soil microbial communitie 3300056594	Soil microbial communitie 3300056862	Soil microbial communitie 3300056861	Soil microbial communitie 3300056611	Soil microbial communitie 3300056619	Soil microbial communitie 3300056620	Soil microbial communitie 3300056618	Soil microbial communitie 3300056612	Soil microbial communitie 3300056595	Soil microbial communitie 3300060274	Soil microbial communitie 3300061209	Soil microbial communitie 3300061208	Soil microbial communitie 3300060272	Soil microbial communitie 3300060271	Soil microbial communitie 3300060275	Soil microbial communitie 3300060276	Soil microbial communitie 3300061215	Soil microbial communitie 3300061210	
KO:K02145	V-type H+-transporting ATPase subunit A [EC:7.1.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	
KO:K02150	V-type H+-transporting ATPase subunit E	26	10	0	0	0	0	0	0	0	9	6	0	10	0	0	4	0	0	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
KO:K02156	aubergine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	4035	2583	1764	2162	2653	4083	3295	3366	2587	4062	1218	2336	3002	3433	3723	1895	1659	3448	3084	2891	2308	2867	3379	2199	3797	2865	2716	2431	4072	4253	1069	2416	2142	2071	3492	3478	
KO:K02164	nitric oxide reductase NorE protein	14	13	21	128	162	265	71	160	258	0	0	123	26	273	253	4	26	242	21	109	118	0	37	44	0	146	119	209	165	414	22	105	106	38	97	253	
KO:K02167	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	224	103	104	130	175	198	134	102	60	690	352	32	238	147	232	301	73	265	178	95	87	14	187	132	115	116	196	136	182	182	9	114	24	117	71	226	
KO:K02168	choline/glycine/proline betaine transport protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	
KO:K02169	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	584	390	562	1301	1530	2342	1215	1519	1858	611	102	1062	581	1510	1698	255	576	1730	455	1099	964	675	731	882	381	1269	1463	1217	1646	2557	217	931	779	540	1394	1632	
KO:K02170	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	221	198	276	771	721	1171	774	845	1086	290	115	538	258	861	995	158	251	759	206	517	491	227	413	394	78	681	874	566	861	1338	132	515	406	349	791	793	
KO:K02171	BlaI family transcriptional regulator, penicillinase repressor	3664	2153	859	722	1265	1340	2148	2008	795	2970	351	999	1483	1166	1490	701	500	1121	2366	1134	853	1279	1358	729	1725	893	761	638	2354	1219	602	757	1046	806	1581	1267	
KO:K02172	bla regulator protein blaR1	1014	484	207	168	347	434	408	518	195	700	49	277	436	290	455	186	120	340	497	334	217	299	454	224	333	174	244	144	609	340	119	214	254	222	430	328	
KO:K02173	putative kinase	58	32	11	8	5	10	21	31	7	62	0	21	39	9	18	4	15	4	42	0	0	37	18	6	29	0	10	0	36	14	12	0	9	18	18	8	
KO:K02178	checkpoint serine/threonine-protein kinase [EC:2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	
KO:K02182	carnitine-CoA ligase [EC:6.2.1.48]	1616	1175	806	914	1173	1716	1819	1668	951	2179	712	900	1709	1292	1445	1095	724	1266	1603	1393	839	1187	1572	781	1869	1109	921	671	2219	1715	633	786	1060	1213	1843	1454	
KO:K02183	calmodulin	22	0	0	4	17	13	5	6	5	43	23	0	12	8	24	6	6	27	13	4	4	0	15	13	14	3	0	0	15	7	0	11	5	0	0	16	
KO:K02188	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	1530	1025	907	886	1020	1102	1547	2184	1288	1809	550	1045	1717	1044	1226	926	1097	874	1237	1433	903	1324	1621	1018	1240	1204	961	688	2032	1845	660	1011	1066	1004	1929	1138	
KO:K02189	cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	1215	803	900	713	955	914	1200	1701	1054	1504	378	1094	1350	965	983	734	1077	804	1085	1376	876	1244	1519	807	930	1227	858	615	2008	1615	560	938	1131	1035	1635	972	
KO:K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	203	112	273	317	458	489	340	599	479	430	99	627	371	619	687	223	509	446	241	551	406	285	483	274	162	485	396	305	635	777	157	444	350	282	722	478	
KO:K02191	cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	790	557	464	318	323	223	622	732	402	723	239	284	709	278	342	392	480	181	599	545	261	523	810	386	396	408	319	232	842	424	333	472	472	506	642	339	
KO:K02192	bacterioferritin-associated ferredoxin	139	92	82	290	468	645	255	373	390	200	8	185	98	485	716	76	121	641	85	329	317	188	189	176	152	280	401	392	390	627	27	305	263	132	349	534	
KO:K02193	heme exporter protein A [EC:7.6.2.5]	2258	1743	1137	1530	2381	2880	2094	2368	1963	2219	553	1394	1987	2211	2733	930	960	2737	1568	1883	1527	1152	1970	1306	1443	1753	1933	1489	3138	3102	642	1582	1465	1276	2446	2379	
KO:K02194	heme exporter protein B	2723	2125	1343	1808	2999	3714	2547	2824	2490	2774	691	1713	2268	3096	3556	1207	1384	3495	2018	2269	1871	1459	2380	1749	1645	2433	2517	2085	3648	3860	843	2021	1564	1407	3021	3281	
KO:K02195	heme exporter protein C	2641	1941	1422	2061	2878	4300	2470	2856	2640	2930	728	1984	2436	3108	4069	1278	1413	3793	1902	2591	2260	1362	2637	2059	1844	2487	2872	2307	3567	4156	883	2208	1827	1509	3031	3446	
KO:K02196	heme exporter protein D	239	159	208	645	977	1443	446	643	882	452	187	603	348	1059	1316	272	313	1320	169	646	843	22	702	590	70	813	1022	791	656	1437	119	658	361	181	659	1198	
KO:K02197	cytochrome c-type biogenesis protein CcmE	2063	1569	956	1527	2263	3212	2023	2331	1841	2111	624	1288	1954	2613	3111	1042	931	3071	1495	1985	1715	1044	1851	1490	1343	2003	2256	1716	2844	3120	655	1503	1332	1284	2338	2988	
KO:K02198	cytochrome c-type biogenesis protein CcmF	4842	3318	2979	3961	5644	7641	4492	5521	4677	4694	1388	3366	4441	5827	7015	2383	2644	6718	3685	5151	4509	2428	4851	3963	3047	4479	4898	4198	6487	7671	1550	4551	3261	2856	5624	6695	
KO:K02199	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	3775	2805	1817	2709	3821	5082	4020	4294	3542	3810	1096	2492	3597	4238	4976	1735	2048	4394	2741	3497	2524	2845	3407	2146	3005	3171	3452	2822	6290	5386	1194	2870	2411	2589	4785	4204	
KO:K02200	cytochrome c-type biogenesis protein CcmH	1697	1484	1096	2747	4087	5631	2720	3283	3437	2524	799	2260	1766	4182	5113	1052	1255	4885	1492	2882	2595	784	2364	2279	939	3042	3833	2971	3387	5076	653	2400	1876	1256	3288	4729	
KO:K02201	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	1733	837	579	379	215	186	984	938	310	1087	334	360	859	397	334	577	500	148	1073	795	281	1537	881	418	1747	456	255	241	1207	423	516	487	704	654	901	297	
KO:K02203	phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	288	182	221	547	585	1183	349	583	805	294	39	538	208	847	940	92	193	901	258	515	416	44	257	320	90	560	577	548	589	1150	108	579	404	146	533	745	
KO:K02204	homoserine kinase type II [EC:2.7.1.39]	889	840	700	1320	1789	2456	1222	1322	1634	1251	533	1087	1123	1758	2086	682	671	1943	812	1143	1281	184	1274	955	416	1389	1647	1224	1430	2276	354	1248	943	716	1490	2041	
KO:K02205	arginine/ornithine permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02206	cyclin-dependent kinase 2 [EC:2.7.11.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02212	DNA replication licensing factor MCM4 [EC:3.6.4.12]	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02213	cell division control protein 6	0	0	0	0	0	0	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02217	ferritin [EC:1.16.3.2]	3381	2181	1475	1121	1260	1706	2444	2936	1542	2760	652	1609	2462	1593	1903	1141	1434	1440	2494	2354	1270	1217	2110	1058	1468	1436	1306	1154	3895	2283	1104	1449	1891	1765	3066	1323	
KO:K02221	YggT family protein	2488	1558	1522	2015	2828	3264	2711	3210	2509	2725	730	2161	2390	3009	3467	1184	1590	3121	1795	2631	2014	1596	2382	1787	1770	2487	2516	1932	4247	4035	834	2086	1603	1820	3533	2997	
KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	4257	2768	3014	3348	3956	4403	4659	5816	4065	4811	1557	4059	4175	4100	4344	2426	3487	3661	3706	5094	3010	4733	4864	3125	3808	4019	3519	2752	6662	5914	2012	3134	3628	3581	6043	3803	
KO:K02225	cobalamin biosynthesis protein CobC	48	59	100	149	156	242	180	294	142	141	34	27	120	136	142	96	84	121	65	70	85	5	126	101	10	130	53	76	224	282	40	92	88	111	235	145	
KO:K02226	alpha-ribazole phosphatase [EC:3.1.3.73]	916	396	550	743	884	1291	1082	1186	1020	1083	367	957	866	1159	1337	465	697	927	623	911	774	801	981	554	648	787	887	803	1530	1498	360	853	690	593	1342	889	
KO:K02227	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	2607	1554	1583	1888	2465	3002	2457	2945	2549	3394	843	2184	2570	2610	2933	1468	1760	2378	2200	2594	1890	2466	2840	1881	2638	2240	2247	1713	3211	3590	974	1846	1900	1704	3019	2529	
KO:K02228	precorrin-6A synthase [EC:2.1.1.152]	7	18	0	22	77	97	54	62	36	52	5	0	57	46	42	26	22	98	21	30	48	7	86	21	0	45	35	18	48	101	0	19	34	35	28	87	
KO:K02229	precorrin-3B synthase [EC:1.14.13.83]	101	115	69	141	208	248	215	211	98	179	58	28	135	179	194	105	107	204	116	80	105	15	154	136	0	123	145	132	229	171	64	124	87	107	223	251	
KO:K02230	cobaltochelatase CobN [EC:6.6.1.2]	568	341	322	395	720	883	575	534	241	1155	289	133	608	625	663	457	517	770	561	453	482	324	933	609	260	577	444	434	672	811	114	472	247	388	706	907	
KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	2124	1149	848	957	1247	1762	1398	1818	1383	2239	494	1229	1659	1371	1513	1006	996	1147	1770	1342	1022	1968	1484	854	2124	1156	1143	860	2348	2130	409	879	1043	1146	2079	1343	
KO:K02232	adenosylcobyric acid synthase [EC:6.3.5.10]	2778	1568	1534	1624	2037	2295	2701	2996	2252	3924	949	2097	3273	2074	2362	1752	2128	1984	2503	2558	1911	2632	3091	1850	2548	2309	1798	1532	3441	3425	1005	1787	2090	2020	3306	2447	
KO:K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	3920	2277	1629	1488	1747	2016	2667	3279	1936	4056	901	1758	3114	1816	1910	1902	1715	1516	3155	2468	1494	4088	3083	1640	4527	1801	1420	1183	3610	2585	1081	1616	1778	2024	3310	1688	
KO:K02234	cobalamin biosynthesis protein CobW	227	158	120	152	318	382	223	282	51	295	124	34	196	196	316	145	106	361	160	125	237	6	262	234	39	262	175	206	195	224	20	181	138	137	234	346	
KO:K02236	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	30	37	14	0	0	0	30	19	7	42	9	0	17	0	0	7	0	0	8	5	0	0	8	0	0	0	0	0	18	0	11	0	4	9	11	0	
KO:K02237	competence protein ComEA	5046	3117	1795	1737	2588	3343	3781	3988	2341	4461	1029	1774	3341	2596	3098	1591	1716	2688	3519	2650	1743	3333	3105	1461	4598	2163	2091	1659	5365	3707	1273	1853	2200	2341	4010	2508	
KO:K02238	competence protein ComEC	13186	8541	4928	5133	7087	8662	8879	10213	6739	11992	2412	5097	8383	6241	7222	4782	4638	7078	9757	6965	4267	8757	7923	4518	11203	6077	5867	4115	12214	9551	3090	4943	5525	5739	9622	6734	
KO:K02239	competence protein ComER	40	17	50	40	100	33	51	24	79	54	0	7	86	52	52	0	10	35	9	62	26	0	24	39	17	24	42	102	54	53	29	39	47	23	48	42	
KO:K02240	competence protein ComFA	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K02241	competence protein ComFB	581	334	169	82	69	82	322	253	59	536	99	100	279	71	84	178	171	80	422	187	63	198	241	144	189	113	72	37	375	54	95	52	136	158	244	53	
KO:K02242	competence protein ComFC	2258	1430	705	389	448	464	1450	1314	424	2310	391	667	1334	476	667	811	773	450	1674	904	343	1456	1193	514	2029	571	431	284	1900	648	629	533	861	946	1380	498	
KO:K02244	competence protein ComGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02245	competence protein ComGC	0	3	0	0	0	0	0	0	0	7	0	26	0	18	11	0	7	11	0	10	8	17	6	0	6	16	13	0	6	0	0	0	0	0	0	0	
KO:K02246	competence protein ComGD	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02248	competence protein ComGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K02251	competence protein ComQ	0	10	0	0	0	5	6	19	4	9	0	0	0	5	6	0	0	6	6	5	0	7	5	0	0	6	0	0	29	6	0	0	0	5	9	9	
KO:K02256	cytochrome c oxidase subunit 1 [EC:7.1.1.9]	0	0	0	0	14	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	5	0	0	7	0	0	7	0	0	62	0	0	0	0	4	5	
KO:K02257	heme o synthase [EC:2.5.1.141]	3396	2372	1795	2915	4863	6475	3591	4197	3715	3813	1098	2369	3254	4537	5569	1893	1787	5357	2668	3445	3170	2405	3214	2635	2953	3603	4355	3191	5374	6207	1170	2989	2475	2392	4202	5339	
KO:K02258	cytochrome c oxidase assembly protein subunit 11	415	305	359	1011	1534	2024	774	976	1204	727	310	768	695	1679	1863	427	390	2006	415	976	1101	71	830	888	211	1007	1341	1132	1097	1838	204	1093	600	414	1026	1845	
KO:K02259	heme a synthase [EC:1.17.99.9]	936	722	722	1869	3102	4194	1693	2021	2500	1339	492	1055	1206	2974	3502	743	644	3563	824	1547	1747	395	1414	1422	535	2026	2562	2016	2402	3827	439	1711	1177	854	1827	3498	
KO:K02261	cytochrome c oxidase subunit 2	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	15	0	0	0	14	
KO:K02262	cytochrome c oxidase subunit 3	0	0	0	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	32	0	6	0	0	4	10	
KO:K02274	cytochrome c oxidase subunit I [EC:7.1.1.9]	4644	3546	3575	6496	10753	14328	5768	7362	8024	6200	2209	5450	5844	12612	14674	3551	4234	14397	4520	8507	8751	2593	8468	7830	2887	8685	9840	8570	8104	14427	2301	8578	5117	3774	8110	14412	
KO:K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	3434	2468	2008	3657	6338	8465	3662	4707	5025	4056	1338	3163	3496	7240	8979	1981	2400	8626	2936	4802	4993	2130	4837	3809	2435	4700	5759	4993	5859	8449	1279	4755	3044	2284	4836	8379	
KO:K02276	cytochrome c oxidase subunit III [EC:7.1.1.9]	2360	1567	1312	2823	4705	6612	2696	3291	3732	2915	981	2491	2354	5715	6780	1667	1642	6131	1982	3554	3539	1534	3621	2973	1686	3706	4292	3527	3653	6416	896	3589	2121	1567	3530	6454	
KO:K02277	cytochrome c oxidase subunit IV [EC:7.1.1.9]	1235	634	408	662	1078	1608	854	953	879	1105	273	682	766	1445	1767	576	483	1597	921	924	917	911	1026	823	918	833	1115	985	1317	1536	401	782	576	567	1154	1646	
KO:K02278	prepilin peptidase CpaA [EC:3.4.23.43]	707	313	216	251	425	580	461	607	319	974	179	662	480	586	875	394	447	639	478	515	464	783	790	413	598	482	638	349	670	690	123	387	247	313	773	683	
KO:K02279	pilus assembly protein CpaB	1701	891	605	665	1143	1420	1099	1573	828	1847	470	1141	1347	1297	1499	788	837	1281	1078	1067	928	1694	1537	844	1580	1010	1028	714	1775	1453	426	766	779	929	1488	1367	
KO:K02280	pilus assembly protein CpaC	1878	875	805	791	1259	1456	1306	1508	931	2184	678	1314	1391	1469	1896	1257	1080	1694	1236	1388	1211	1768	1804	1225	1759	1275	1373	840	1621	1794	413	1023	796	850	1732	1584	
KO:K02281	pilus assembly protein CpaD	204	83	59	84	312	209	71	93	75	432	100	143	148	212	305	285	92	276	95	158	143	0	246	150	33	232	312	123	108	197	42	166	53	82	154	407	
KO:K02282	pilus assembly protein CpaE	4680	3328	2287	2304	3179	3741	3774	4249	2427	4518	1231	2491	3776	3413	4293	2251	2229	3609	3110	3480	2420	3509	3861	2148	3769	3308	2909	2265	5281	4218	1415	2375	2545	2738	4930	3841	
KO:K02283	pilus assembly protein CpaF [EC:7.4.2.8]	7230	4909	3105	3338	5231	6272	4929	5897	3840	6928	2174	4180	5706	5633	6326	3372	3531	5686	4811	5281	4120	4892	6003	3348	5484	4693	4434	3382	7548	7032	2162	4229	3692	3833	6621	5645	
KO:K02286	phycocyanin-associated rod linker protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
KO:K02288	phycocyanobilin lyase subunit alpha [EC:4.4.1.32]	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02289	phycocyanobilin lyase subunit beta [EC:4.4.1.32]	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
KO:K02290	phycobilisome rod-core linker protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02291	15-cis-phytoene synthase [EC:2.5.1.32]	2344	1447	1079	1756	2457	3512	2381	2711	2476	1924	348	1546	1520	2489	2985	821	1001	2857	1472	1965	1580	773	1580	1300	982	2012	2337	1633	3070	3836	674	1694	1500	1255	2488	2928	
KO:K02292	beta-carotene ketolase (CrtO type)	2867	1975	1557	751	393	321	2276	2529	516	3401	1143	947	3025	366	398	1428	1357	310	1880	1732	487	1408	1945	760	1571	932	218	148	3205	594	1158	850	1644	2007	2424	301	
KO:K02293	15-cis-phytoene desaturase [EC:1.3.5.5]	6	0	0	23	111	146	18	61	36	16	0	0	20	124	128	5	13	141	10	29	60	6	30	54	8	105	82	84	40	86	6	25	8	18	33	152	
KO:K02294	beta-carotene hydroxylase [EC:1.14.13.-]	142	131	76	149	202	227	166	261	93	244	86	34	155	236	327	172	100	224	146	248	167	0	242	162	50	163	134	142	241	209	33	210	118	138	173	267	
KO:K02297	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	19	15	84	132	194	248	66	108	153	120	49	317	179	303	337	73	194	296	84	217	191	52	239	143	52	255	301	218	162	308	43	157	112	125	222	279	
KO:K02298	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	130	54	111	290	365	566	210	317	315	256	123	678	364	546	703	183	428	656	101	462	442	145	427	386	79	515	645	417	395	797	158	393	198	199	496	682	
KO:K02299	cytochrome o ubiquinol oxidase subunit III	78	16	69	77	159	276	57	199	205	196	54	318	178	328	359	36	252	302	39	206	298	59	233	152	38	289	322	198	121	238	67	212	82	82	267	237	
KO:K02300	cytochrome o ubiquinol oxidase subunit IV	53	3	95	44	134	233	53	71	121	97	24	242	111	256	234	53	121	214	53	124	186	55	178	69	60	209	199	104	65	208	10	143	61	65	173	177	
KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	529	354	612	1481	2097	2897	1176	1421	1809	974	290	915	745	2070	2309	488	593	2451	557	1152	1346	123	1071	1092	235	1430	1777	1413	1470	2609	261	1353	792	435	1202	2352	
KO:K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	857	587	507	453	761	805	681	805	434	979	370	342	862	623	771	467	470	605	664	667	566	566	779	534	379	619	506	376	855	865	338	433	511	504	881	754	
KO:K02304	precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	1940	1267	1058	967	1113	1128	1757	2046	1058	2459	662	1445	1739	1302	1531	1041	1305	993	1697	1812	1042	2297	2080	1134	2214	1255	1121	755	2516	1915	849	1173	1267	1331	2345	1238	
KO:K02305	nitric oxide reductase subunit C	378	238	253	464	458	722	551	678	565	320	130	406	289	705	813	161	220	576	272	472	386	708	382	259	560	463	471	491	915	860	176	432	457	295	546	599	
KO:K02313	chromosomal replication initiator protein	12056	7471	5598	5597	7445	9517	8858	9681	7114	11792	2967	6763	8832	8373	10068	5805	5147	8377	8715	9049	6701	7384	9260	5819	9452	7199	6770	5976	12131	10840	3925	6888	6578	6368	10099	8579	
KO:K02314	replicative DNA helicase [EC:3.6.4.12]	13583	8434	6732	6231	8547	10480	10625	11589	8132	13754	3741	7839	10996	8842	10245	6150	6289	9424	11034	10174	6638	8605	9934	6260	10887	7959	7581	5842	14082	12491	4214	7285	7505	7733	12180	9232	
KO:K02315	DNA replication protein DnaC	4284	2940	1788	1072	1246	1196	2704	2754	1223	4029	891	1073	3077	1203	1329	1545	1296	949	3300	1920	787	2742	2102	811	4220	1214	907	698	3867	1539	1001	987	1488	1908	2888	1121	
KO:K02316	DNA primase [EC:2.7.7.101]	16288	9512	7284	6390	8107	9618	11710	12907	7609	14821	3854	7788	10750	8088	9599	6809	6898	8599	11844	10203	6631	11676	10881	6189	13584	8369	7249	5700	14982	11608	4886	7019	8106	8173	12954	8808	
KO:K02317	DNA replication protein DnaT	15	7	0	0	0	0	26	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	3	0	0	7	8	0	0	4	9	0	0	
KO:K02318	phosphopantetheine adenylyltransferase / dephospho-CoA kinase [EC:2.7.7.3 2.7.1.24]	0	7	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	4	0	0	0	0	0	0	16	0	7	0	0	0	7	
KO:K02319	DNA polymerase, archaea type [EC:2.7.7.7]	9855	4656	3097	2077	1970	1580	4751	5598	2178	5943	1945	2441	5531	2098	2153	3481	3055	1349	5798	4637	2137	11118	5660	2830	11848	2643	1636	1386	6884	3290	2799	2724	4157	3789	5543	1963	
KO:K02320	DNA polymerase alpha subunit A [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K02322	DNA polymerase II large subunit [EC:2.7.7.7]	7684	4132	2910	1469	1172	760	3633	4314	1381	4685	1635	1657	3903	1134	1031	3044	2242	571	4389	3394	1330	8440	4813	2339	7958	1952	936	885	4567	1801	2501	2020	3372	3090	3707	1120	
KO:K02323	DNA polymerase II small subunit [EC:2.7.7.7]	3782	2006	1373	681	683	408	1861	2151	588	2296	783	815	1771	539	601	1358	1050	249	2274	1864	813	4208	2201	1066	4278	1044	474	525	2469	937	1003	981	1601	1371	1882	608	
KO:K02324	DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
KO:K02327	DNA polymerase delta subunit 1 [EC:2.7.7.7]	4	0	0	8	0	0	0	0	0	7	0	0	6	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
KO:K02330	DNA polymerase beta [EC:2.7.7.7 4.2.99.-]	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
KO:K02332	DNA polymerase gamma 1 [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
KO:K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	83	72	67	85	112	255	174	182	198	267	39	39	143	143	140	58	53	151	325	124	84	41	203	89	52	58	75	63	246	130	25	83	146	50	179	135	
KO:K02335	DNA polymerase I [EC:2.7.7.7]	18396	11117	8459	9060	12407	15365	14688	16417	11229	18161	4330	9904	14519	12106	13981	7943	8242	12866	13408	13674	9369	11228	14220	8420	15039	11143	10238	8271	19213	17720	5479	9310	10130	9254	16600	13160	
KO:K02336	DNA polymerase II [EC:2.7.7.7]	4079	2634	1355	1146	1649	1709	2523	2261	1269	2724	716	1296	2376	1491	1521	1479	1373	1475	2374	1625	1093	2535	2330	1432	3194	1492	1249	974	3074	1974	945	1374	1554	1493	2409	1436	
KO:K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	22757	14142	11564	11988	15158	18849	17767	20839	14372	22936	5820	12994	19272	16041	17277	10396	10963	15738	17078	17118	12052	13890	18164	11171	17977	14480	13284	11222	23396	21710	7635	13198	13302	12618	20915	16850	
KO:K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	11789	7494	4992	5141	6487	8069	8269	8786	6201	11698	3082	6041	8782	7177	8838	5811	5279	7585	9604	8148	5519	9346	9309	5160	11592	6280	5925	5127	10673	9672	3447	5869	6022	5882	9595	7377	
KO:K02339	DNA polymerase III subunit chi [EC:2.7.7.7]	365	342	355	1063	1368	1754	738	994	1213	677	247	735	552	1387	1483	366	404	1548	354	902	996	96	876	698	167	945	1389	875	1164	1685	258	863	490	419	906	1557	
KO:K02340	DNA polymerase III subunit delta [EC:2.7.7.7]	6439	4331	2852	2920	4311	5449	5094	5714	3851	6344	1504	3339	4583	4315	4731	2678	2664	4582	5155	4059	2951	4205	4362	2628	5661	3603	3578	2827	6813	5733	1566	3212	3068	3352	5315	4311	
KO:K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]	7107	4751	3122	3254	4362	5257	5534	5780	3868	7597	1744	3536	5336	4174	4906	2763	2845	4410	5354	4553	2821	5270	5105	2789	6996	3736	3600	2706	7627	5839	1891	3264	3263	3787	6070	4396	
